1701626125	孙静怡	172	1454579258
1773373710	冯薪朵	61	1392898765
1781972212	梁慧雯	220	1451742361
1802329531	徐言雨	741	1453891338
1837841901	蒋羽熙	802	1454340905
1934149171	鞠婧祎	175	1376407528
1972668547	何轶琛	2359	1454490885
1984725451	胡美婷	946	1454370355
2046793773	胡思奕	1055	1454654384
2116271525	邱欣怡	2	0
2147360175	曾誉嘉	21	1382075660
2173542072	王费澌	1305	1454589960
2180712402	张馨方	963	1454221811
2201599120	莫寒	70	1349513046
2206008474	杨海赆	461	1452442071
2276525031	雨婷儿	201	1454585909
2367936797	丁紫妍	503	1452599542
2640407173	康欣	405	1452607918
2834685840	余慧文	835	1446655473
2885183281	王佳路	465	1454077469
2944353321	杨雅如	952	1454410281
2997513352	韩萌	51	1454600346
3172236134	董芷依	1036	1454508036
3558434653	顾香君	1012	1454300495
3738671020	汤敏	1095	1454493909
3924232018	王依君	1692	1454470427
